 335.78751 2021 12  1 18 54    0.0484  161.1521    0.0156   -0.0458
 335.79166 2021 12  1 19  0    0.0476  161.1770    0.0154   -0.0451
 335.79584 2021 12  1 19  6    0.0451  161.0270    0.0147   -0.0427
 335.79999 2021 12  1 19 12    0.0407  161.4602    0.0129   -0.0386
 335.80417 2021 12  1 19 18    0.0353  162.1719    0.0108   -0.0336
 335.80832 2021 12  1 19 24    0.0310  162.3693    0.0094   -0.0295
 335.81250 2021 12  1 19 30    0.0296  162.7211    0.0088   -0.0282
 335.81668 2021 12  1 19 36    0.0323  162.6782    0.0096   -0.0308
 335.82083 2021 12  1 19 42    0.0395  162.4874    0.0119   -0.0377
 335.82501 2021 12  1 19 48    0.0498  161.5816    0.0157   -0.0472
 335.82916 2021 12  1 19 54    0.0605  161.3781    0.0193   -0.0573
 335.83334 2021 12  1 20  0    0.0693  161.3896    0.0221   -0.0657
 335.83749 2021 12  1 20  6    0.0750  161.3279    0.0240   -0.0711
 335.84167 2021 12  1 20 12    0.0768  161.1525    0.0248   -0.0727
 335.84583 2021 12  1 20 18    0.0737  160.9975    0.0240   -0.0697
 335.85001 2021 12  1 20 24    0.0661  160.7941    0.0217   -0.0624
 335.85416 2021 12  1 20 30    0.0555  160.4669    0.0186   -0.0523
 335.85834 2021 12  1 20 36    0.0436  160.4938    0.0145   -0.0411
 335.86249 2021 12  1 20 42    0.0326  160.4102    0.0109   -0.0307
 335.86667 2021 12  1 20 48    0.0251  159.2349    0.0089   -0.0234
 335.87082 2021 12  1 20 54    0.0226  158.4989    0.0083   -0.0210
 335.87500 2021 12  1 21  0    0.0252  158.7516    0.0091   -0.0235
 335.87918 2021 12  1 21  6    0.0324  159.1488    0.0115   -0.0303
 335.88333 2021 12  1 21 12    0.0425  159.0175    0.0152   -0.0397
 335.88751 2021 12  1 21 18    0.0519  159.0418    0.0186   -0.0485
 335.89166 2021 12  1 21 24    0.0571  159.1342    0.0204   -0.0534
 335.89584 2021 12  1 21 30    0.0571  159.1753    0.0203   -0.0534
 335.89999 2021 12  1 21 36    0.0524  158.5732    0.0191   -0.0487
 335.90417 2021 12  1 21 42    0.0444  158.2208    0.0165   -0.0412
